TimeStamp,SCA_ENG,RAW_ENG,MIN_ENG,MAX_ENG,ACT_ENG,SCA_VAL,RAW_VAL,MIN_VAL,MAX_VAL,ACT_VAL,SCA_MED,RAW_MED,MIN_MED,MAX_MED,ACT_MED,SCA_FRU,RAW_FRU,MIN_FRU,MAX_FRU,ACT_FRU,SCA_FOC,RAW_FOC,MIN_FOC,MAX_FOC,ACT_FOC,SCA_EXC,RAW_EXC,MIN_EXC,MAX_EXC,ACT_EXC,SCA_LEX,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4
1544691356.605965,0.736070,-0.108370,-1.420881,0.234342,1,0.538218,6.563957,-9.848821,19.706690,1,0.403648,0.199367,0.061758,0.387891,1,0.613010,47.965836,16.981794,69.320000,1,0.703743,0.703743,0.000000,1.000000,1,0.337206,5.750860,3.001318,11.155205,1,0.780307,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691366.593485,0.632701,-0.503782,-1.417503,0.237072,0,0.816541,21.125740,-9.822009,19.653058,1,0.311317,0.173343,0.062928,0.386530,0,0.357745,37.116116,17.407737,68.870068,0,0.697741,0.697741,0.000000,1.000000,0,0.650144,8.302517,3.001318,11.155205,0,0.670746,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691376.582919,0.625599,-0.241632,-1.410577,0.233507,1,0.570373,4.847675,-9.797998,19.646304,1,0.306262,0.171831,0.063936,0.384604,1,0.343853,36.488232,17.407737,68.870068,0,0.722305,0.722305,0.000000,1.000000,1,0.749099,9.125554,3.073582,11.152588,0,0.701357,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691386.569469,0.713000,-0.053998,-1.402741,0.232194,1,0.801565,14.907518,-9.763557,19.589464,1,0.604218,0.251237,0.065694,0.383070,1,0.341941,36.400894,17.407737,68.870068,0,0.597047,0.597047,0.000000,1.000000,1,1.000000,11.152588,3.073582,11.152588,1,0.732565,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691396.557142,0.700752,-0.118841,-1.397298,0.234472,1,0.458709,3.628862,-9.757661,19.546709,1,0.307925,0.173947,0.067559,0.382287,1,0.341735,36.391468,17.407737,68.870068,0,0.792674,0.792674,0.000000,1.000000,1,1.000000,11.381729,3.112621,11.381729,1,0.815910,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691406.546343,0.679334,-0.569187,-1.390944,0.234900,1,0.495906,4.738425,-9.801632,19.499820,1,0.348248,0.185417,0.068751,0.380151,1,0.341243,36.339260,17.425358,68.759301,1,0.703142,0.703142,0.000000,1.000000,1,0.721579,9.079432,3.112621,11.381729,1,0.868574,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691416.533669,0.691013,-0.089511,-1.384016,0.233849,1,0.485967,4.611070,-9.868601,19.460658,1,0.285706,0.167460,0.069852,0.378023,1,0.262504,32.426903,17.430537,68.542768,0,0.856339,0.856339,0.000000,1.000000,1,0.994069,11.611362,3.169861,11.661725,1,0.908330,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691426.522759,0.677115,-0.050249,-1.377207,0.232600,1,0.483944,4.404352,-9.910919,19.414305,1,0.250565,0.156537,0.070851,0.375915,1,0.263305,32.201054,17.207387,68.166780,1,0.764409,0.764409,0.000000,1.000000,1,0.892238,10.746629,3.169861,11.661725,1,0.927238,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691436.508857,0.688113,-0.831365,-1.373074,0.235941,1,0.583145,9.028404,-10.011984,19.390246,1,0.262071,0.160351,0.071863,0.373917,1,0.294365,33.776531,17.207387,68.166780,1,0.770808,0.770808,0.000000,1.000000,1,0.894145,11.000753,3.196331,11.924692,1,0.929857,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691446.496985,0.725571,-0.122220,-1.366688,0.235183,1,0.464513,3.787434,-10.052970,19.345871,1,0.277291,0.164834,0.072567,0.371734,1,0.298283,33.968071,17.207387,68.166780,0,0.867835,0.867835,0.000000,1.000000,1,0.921935,11.243309,3.196331,11.924692,1,0.930456,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691456.485549,0.653310,-0.110288,-1.361805,0.236448,1,0.492002,4.350474,-10.113110,19.310144,1,0.256989,0.158568,0.073285,0.369752,1,0.298754,33.991001,17.207387,68.166780,0,0.897117,0.897117,0.000000,1.000000,1,1.000000,12.205588,3.229979,12.205588,1,0.950668,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691466.471949,0.746447,-0.392714,-1.357177,0.238875,1,0.484704,4.073179,-10.152299,19.262623,1,0.231615,0.150249,0.073854,0.367504,1,0.298820,33.994190,17.207387,68.166780,0,0.911022,0.911022,0.000000,1.000000,1,1.000000,12.205588,3.229979,12.205588,1,0.962747,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691476.461383,0.687481,-0.321774,-1.353886,0.242887,1,0.517959,4.601920,-10.179032,19.214586,1,0.362803,0.187356,0.074641,0.365627,1,0.298827,33.994534,17.207387,68.166780,0,0.856154,0.856154,0.000000,1.000000,1,0.974754,12.289439,3.218016,12.524384,1,0.977114,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691486.447856,0.654292,-0.219394,-1.347261,0.240737,1,0.520806,4.974105,-10.205029,19.166693,1,0.356150,0.185670,0.075635,0.364004,1,0.298828,33.994576,17.207387,68.166780,1,0.750181,0.750181,0.000000,1.000000,1,0.802508,10.686449,3.218016,12.524384,1,0.976972,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691496.436580,0.653559,-0.287337,-1.340888,0.238930,1,0.613621,5.601253,-10.201552,19.114687,1,0.316700,0.175521,0.076569,0.362390,1,0.298828,33.994579,17.207387,68.166780,0,0.830781,0.830781,0.000000,1.000000,1,0.727158,10.139861,3.270703,12.717284,1,0.907053,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691506.425052,0.651187,-0.104034,-1.334380,0.236397,1,0.485633,4.498512,-10.230499,19.070192,1,0.210437,0.143965,0.077220,0.360589,1,0.298828,33.994579,17.207387,68.166780,0,0.886458,0.886458,0.000000,1.000000,1,1.000000,12.717284,3.270703,12.717284,1,0.890534,4,4,4,4,4,4,3,4,4,4,4,4,4,4
